id;name;url;team;position;value;growth;goals;assists;red;yellow;shots;saves;games_played;popularity;trend;index
karl_darlow;Karl Darlow;/da/premier-league-fantasy-fall-2018/players/karl_darlow;Newcastle;Mål;3480000;-20.000;-;-;-;-;-;-;0%;0;0,0%;-
rob_elliot;Rob Elliot;/da/premier-league-fantasy-fall-2018/players/rob_elliot;Newcastle;Mål;2980000;-20.000;-;-;-;-;-;-;0%;0.001;0,1%;-
freddie_woodman;Freddie Woodman;/da/premier-league-fantasy-fall-2018/players/freddie_woodman;Newcastle;Mål;2980000;-20.000;-;-;-;-;-;-;0%;0;0,0%;-
ciaran_clark;Ciaran Clark;/da/premier-league-fantasy-fall-2018/players/ciaran_clark;Newcastle;Forsvar;2500000;-;-;-;-;-;-;-;100%;0.002;0,2%;-
paul_dummett;Paul Dummett;/da/premier-league-fantasy-fall-2018/players/paul_dummett;Newcastle;Forsvar;3000000;-;-;-;-;-;-;-;100%;0.001;0,1%;-
jamaal_lascelles;Jamaal Lascelles;/da/premier-league-fantasy-fall-2018/players/jamaal_lascelles;Newcastle;Forsvar;4019000;19.000;-;-;-;-;-;-;75%;0.003;0,3%;-2
achraf_lazaar;Achraf Lazaar;/da/premier-league-fantasy-fall-2018/players/achraf_lazaar;Newcastle;Forsvar;1980000;-20.000;-;-;-;-;-;-;0%;0;0,0%;-
florian_lejeune;Florian Lejeune;/da/premier-league-fantasy-fall-2018/players/florian_lejeune;Newcastle;Forsvar;2980000;-20.000;-;-;-;-;-;-;0%;0;0,0%;-
javier_manquillo;Javier Manquillo;/da/premier-league-fantasy-fall-2018/players/javier_manquillo;Newcastle;Forsvar;1977000;-23.000;-;-;-;1;-;-;25%;0.005;0,5%;-
jamie_sterry;Jamie Sterry;/da/premier-league-fantasy-fall-2018/players/jamie_sterry;Newcastle;Forsvar;1980000;-20.000;-;-;-;-;-;-;0%;0;0,0%;-
deandre_yedlin;DeAndre Yedlin;/da/premier-league-fantasy-fall-2018/players/deandre_yedlin;Newcastle;Forsvar;3058000;58.000;1;1;-;-;-;-;75%;0.002;0,2%;2
rolando_aarons;Rolando Aarons;/da/premier-league-fantasy-fall-2018/players/rolando_aarons;Newcastle;Midtbane;1980000;-20.000;-;-;-;-;-;-;0%;0;0,0%;-
christian_atsu;Christian Atsu;/da/premier-league-fantasy-fall-2018/players/christian_atsu;Newcastle;Midtbane;2464000;-36.000;-;-;-;-;-;-;50%;0.004;0,4%;-1
mohamed_diame;Mohamed Diame;/da/premier-league-fantasy-fall-2018/players/mohamed_diame;Newcastle;Midtbane;2440000;-60.000;-;-;-;1;1;-;100%;0.003;0,3%;-2
isaac_hayden;Isaac Hayden;/da/premier-league-fantasy-fall-2018/players/isaac_hayden;Newcastle;Midtbane;1947000;-53.000;-;-;1;-;-;-;25%;0.001;0,1%;2
jacob_murphy;Jacob Murphy;/da/premier-league-fantasy-fall-2018/players/jacob_murphy;Newcastle;Midtbane;1991000;-9.000;-;-;-;-;1;-;75%;0.001;0,1%;2
matt_ritchie;Matt Ritchie;/da/premier-league-fantasy-fall-2018/players/matt_ritchie;Newcastle;Midtbane;3969000;-31.000;-;1;-;2;-;-;75%;0.002;0,2%;-5
henri_saivet;Henri Saivet;/da/premier-league-fantasy-fall-2018/players/henri_saivet;Newcastle;Midtbane;1980000;-20.000;-;-;-;-;-;-;0%;0;0,0%;-
jonjo_shelvey;Jonjo Shelvey;/da/premier-league-fantasy-fall-2018/players/jonjo_shelvey;Newcastle;Midtbane;3488000;-12.000;-;-;-;-;1;-;50%;0.004;0,4%;-2
aleksandar_mitrovic;Aleksandar Mitrovic;/da/premier-league-fantasy-fall-2018/players/aleksandar_mitrovic;Fulham;Angreb;3476000;476.000;4;-;-;1;5;-;100%;0.19;19,0%;31
ayoze_perez;Ayoze Perez;/da/premier-league-fantasy-fall-2018/players/ayoze_perez;Newcastle;Angreb;4480000;-20.000;-;-;-;-;3;-;100%;0.002;0,2%;-2
jose_luis_sanmartin_mato;Joselu Sanmartin;/da/premier-league-fantasy-fall-2018/players/jose_luis_sanmartin_mato;Newcastle;Angreb;3146000;146.000;2;-;-;1;1;-;100%;0.002;0,2%;-2
alex_mccarthy;Alex McCarthy;/da/premier-league-fantasy-fall-2018/players/alex_mccarthy;Southampton;Mål;3786000;286.000;-;-;-;-;-;20;100%;0.012;1,2%;27
fraser_forster;Fraser Forster;/da/premier-league-fantasy-fall-2018/players/fraser_forster;Southampton;Mål;3480000;-20.000;-;-;-;-;-;-;0%;0.005;0,5%;-6
cedric_soares;Cedric Soares;/da/premier-league-fantasy-fall-2018/players/cedric_soares;Southampton;Forsvar;3126000;126.000;-;1;-;1;1;-;100%;0.005;0,5%;3
maya_yoshida;Maya Yoshida;/da/premier-league-fantasy-fall-2018/players/maya_yoshida;Southampton;Forsvar;2480000;-20.000;-;-;-;-;-;-;0%;0.001;0,1%;-1
jack_stephens;Jack Stephens;/da/premier-league-fantasy-fall-2018/players/jack_stephens;Southampton;Forsvar;3028000;28.000;-;-;-;1;1;-;50%;0;0,0%;-
wesley_hoedt;Wesley Hoedt;/da/premier-league-fantasy-fall-2018/players/wesley_hoedt;Southampton;Forsvar;2616000;116.000;-;-;-;1;-;-;100%;0.003;0,3%;10
ryan_bertrand;Ryan Bertrand;/da/premier-league-fantasy-fall-2018/players/ryan_bertrand;Southampton;Forsvar;3266000;266.000;1;-;-;1;-;-;100%;0.028;2,8%;13
alfie_jones;Alfie Jones;/da/premier-league-fantasy-fall-2018/players/alfie_jones;Southampton;Forsvar;1980000;-20.000;-;-;-;-;-;-;0%;0;0,0%;-
matt_targett;Matt Targett;/da/premier-league-fantasy-fall-2018/players/matt_targett;Southampton;Forsvar;2087000;87.000;-;1;-;-;-;-;25%;0.003;0,3%;14
jan_bednarek;Jan Bednarek;/da/premier-league-fantasy-fall-2018/players/jan_bednarek;Southampton;Forsvar;2480000;-20.000;-;-;-;-;-;-;0%;0;0,0%;-
yan_valery;Yan Valery;/da/premier-league-fantasy-fall-2018/players/yan_valery;Southampton;Forsvar;1980000;-20.000;-;-;-;-;-;-;0%;0;0,0%;-
steven_davis;Steven Davis;/da/premier-league-fantasy-fall-2018/players/steven_davis;Southampton;Midtbane;2480000;-20.000;-;-;-;-;-;-;0%;0.001;0,1%;-
oriol_romeu_vidal;Oriol Romeu Vidal;/da/premier-league-fantasy-fall-2018/players/oriol_romeu_vidal;Southampton;Midtbane;2504000;4.000;-;-;-;1;-;-;100%;0.002;0,2%;-
james_ward_prowse;James Ward-Prowse;/da/premier-league-fantasy-fall-2018/players/james_ward_prowse;Southampton;Midtbane;3481000;-19.000;-;-;-;-;1;-;25%;0.004;0,4%;-4
mario_lemina;Mario Lemina;/da/premier-league-fantasy-fall-2018/players/mario_lemina;Southampton;Midtbane;2586000;86.000;-;1;-;1;2;-;100%;0.005;0,5%;7
nathan_redmond;Nathan Redmond;/da/premier-league-fantasy-fall-2018/players/nathan_redmond;Southampton;Midtbane;3046000;46.000;-;-;-;-;1;-;100%;0.011;1,1%;8
pierre_emile_hojbjerg;Pierre-Emile Højbjerg;/da/premier-league-fantasy-fall-2018/players/pierre_emile_hojbjerg;Southampton;Midtbane;2631000;131.000;1;-;-;2;1;-;50%;0.028;2,8%;45
shane_long;Shane Long;/da/premier-league-fantasy-fall-2018/players/shane_long;Southampton;Angreb;2533000;33.000;-;-;-;-;1;-;75%;0.006;0,6%;22
charlie_austin;Charlie Austin;/da/premier-league-fantasy-fall-2018/players/charlie_austin;Southampton;Angreb;3494000;-6.000;-;-;-;-;-;-;100%;0.007;0,7%;-3
mohamed_elyounoussi;Mohamed Elyounoussi;/da/premier-league-fantasy-fall-2018/players/mohamed_elyounoussi;Southampton;Angreb;4563000;63.000;-;-;-;-;2;-;75%;0.002;0,2%;-
manolo_gabbiadini;Manolo Gabbiadini;/da/premier-league-fantasy-fall-2018/players/manolo_gabbiadini;Southampton;Angreb;2994000;-6.000;-;-;-;-;-;-;50%;0.004;0,4%;-3
sam_gallagher;Sam Gallagher;/da/premier-league-fantasy-fall-2018/players/sam_gallagher;Southampton;Angreb;2480000;-20.000;-;-;-;-;-;-;0%;0;0,0%;-
hugo_lloris;Hugo Lloris;/da/premier-league-fantasy-fall-2018/players/hugo_lloris;Tottenham;Mål;6790000;290.000;-;-;-;-;-;8;75%;0.024;2,4%;-15
michel_vorm;Michel Vorm;/da/premier-league-fantasy-fall-2018/players/michel_vorm;Tottenham;Mål;4976000;-24.000;-;-;-;-;-;1;25%;0;0,0%;-
paulo_gazzaniga;Paulo Gazzaniga;/da/premier-league-fantasy-fall-2018/players/paulo_gazzaniga;Tottenham;Mål;4980000;-20.000;-;-;-;-;-;-;0%;0;0,0%;-
kieran_trippier;Kieran Trippier;/da/premier-league-fantasy-fall-2018/players/kieran_trippier;Tottenham;Forsvar;4377000;377.000;1;1;-;-;-;-;75%;0.313;31,3%;-56
danny_rose;Danny Rose;/da/premier-league-fantasy-fall-2018/players/danny_rose;Tottenham;Forsvar;3574000;74.000;-;-;-;1;-;-;50%;0.014;1,4%;-7
toby_alderweireld;Toby Alderweireld;/da/premier-league-fantasy-fall-2018/players/toby_alderweireld;Tottenham;Forsvar;3657000;157.000;-;-;-;-;-;-;75%;0.173;17,3%;-13
jan_vertonghen;Jan Vertonghen;/da/premier-league-fantasy-fall-2018/players/jan_vertonghen;Tottenham;Forsvar;4866000;366.000;1;-;-;-;-;-;100%;0.047;4,7%;-18
davinson_sanchez;Davinson Sanchez;/da/premier-league-fantasy-fall-2018/players/davinson_sanchez;Tottenham;Forsvar;4619000;119.000;-;1;-;-;-;-;75%;0.01;1,0%;-2
heung_min_son;Heung-Min Son;/da/premier-league-fantasy-fall-2018/players/heung_min_son;Tottenham;Angreb;6527000;27.000;-;-;-;-;-;-;25%;0.021;2,1%;-6
vincent_janssen;Vincent Janssen;/da/premier-league-fantasy-fall-2018/players/vincent_janssen;Tottenham;Angreb;2480000;-20.000;-;-;-;-;-;-;0%;0.001;0,1%;-
harry_kane;Harry Kane;/da/premier-league-fantasy-fall-2018/players/harry_kane;Tottenham;Angreb;10426000;426.000;2;1;-;2;2;-;100%;0.186;18,6%;-40
erik_lamela;Erik Lamela;/da/premier-league-fantasy-fall-2018/players/erik_lamela;Tottenham;Midtbane;4107000;107.000;-;1;-;-;2;-;25%;0.006;0,6%;-2
victor_wanyama;Victor Wanyama;/da/premier-league-fantasy-fall-2018/players/victor_wanyama;Tottenham;Midtbane;3480000;-20.000;-;-;-;-;-;-;0%;0.003;0,3%;-1
georges_kevin_n_koudou;Georges-Kevin N'Koudou;/da/premier-league-fantasy-fall-2018/players/georges_kevin_n_koudou;Tottenham;Midtbane;1980000;-20.000;-;-;-;-;-;-;0%;0.003;0,3%;-1
eric_dier;Eric Dier;/da/premier-league-fantasy-fall-2018/players/eric_dier;Tottenham;Midtbane;4135000;135.000;-;-;-;1;-;-;75%;0.028;2,8%;-28
moussa_sissoko;Moussa Sissoko;/da/premier-league-fantasy-fall-2018/players/moussa_sissoko;Tottenham;Midtbane;3549000;49.000;-;-;-;-;1;-;25%;0.004;0,4%;-8
fernando_llorente;Fernando Llorente;/da/premier-league-fantasy-fall-2018/players/fernando_llorente;Tottenham;Angreb;3477000;-23.000;-;-;-;-;-;-;25%;0.003;0,3%;-2
moussa_sidi_yaya_dembele;Moussa Dembele;/da/premier-league-fantasy-fall-2018/players/moussa_sidi_yaya_dembele;Tottenham;Midtbane;3632000;132.000;-;-;-;1;-;-;100%;0.148;14,8%;-44
dele_alli;Dele Alli;/da/premier-league-fantasy-fall-2018/players/dele_alli;Tottenham;Midtbane;6861000;361.000;1;-;-;-;4;-;100%;0.033;3,3%;-16
juan_foyth;Juan Foyth;/da/premier-league-fantasy-fall-2018/players/juan_foyth;Tottenham;Forsvar;1980000;-20.000;-;-;-;-;-;-;0%;0.002;0,2%;-
christian_eriksen;Christian Eriksen;/da/premier-league-fantasy-fall-2018/players/christian_eriksen;Tottenham;Midtbane;7756000;256.000;-;1;-;-;4;-;100%;0.129;12,9%;-36
serge_aurier;Serge Aurier;/da/premier-league-fantasy-fall-2018/players/serge_aurier;Tottenham;Forsvar;4646000;146.000;-;1;-;-;-;-;50%;0.006;0,6%;-1
lucas_moura;Lucas Moura;/da/premier-league-fantasy-fall-2018/players/lucas_moura;Tottenham;Midtbane;5521000;521.000;3;-;-;1;-;-;100%;0.06;6,0%;59
harry_winks;Harry Winks;/da/premier-league-fantasy-fall-2018/players/harry_winks;Tottenham;Midtbane;3561000;61.000;-;-;-;-;-;-;75%;0.001;0,1%;2
ben_davies;Ben Davies;/da/premier-league-fantasy-fall-2018/players/ben_davies;Tottenham;Forsvar;5156000;156.000;-;-;-;-;1;-;100%;0.003;0,3%;-1
kyle_walker_peters;Kyle Walker-Peters;/da/premier-league-fantasy-fall-2018/players/kyle_walker_peters;Tottenham;Forsvar;2480000;-20.000;-;-;-;-;-;-;0%;0.004;0,4%;-1
cameron_carter_vickers;Cameron Carter-Vickers;/da/premier-league-fantasy-fall-2018/players/cameron_carter_vickers;Tottenham;Forsvar;1980000;-20.000;-;-;-;-;-;-;0%;0.002;0,2%;-
pontus_dahlberg;Pontus Dahlberg;/da/premier-league-fantasy-fall-2018/players/pontus_dahlberg;Watford;Mål;2980000;-20.000;-;-;-;-;-;-;0%;0;0,0%;-
heurelho_gomes;Heurelho Gomes;/da/premier-league-fantasy-fall-2018/players/heurelho_gomes;Watford;Mål;2980000;-20.000;-;-;-;-;-;-;0%;0.001;0,1%;-
daryl_janmaat;Daryl Janmaat;/da/premier-league-fantasy-fall-2018/players/daryl_janmaat;Watford;Forsvar;3264000;264.000;-;1;-;2;-;-;100%;0.007;0,7%;8
miguel_angel_britos;Miguel Angel Britos;/da/premier-league-fantasy-fall-2018/players/miguel_angel_britos;Watford;Forsvar;2480000;-20.000;-;-;-;-;-;-;0%;0;0,0%;-
younes_kaboul;Younes Kaboul;/da/premier-league-fantasy-fall-2018/players/younes_kaboul;Watford;Forsvar;1980000;-20.000;-;-;-;-;-;-;0%;0.002;0,2%;-
sebastian_prodl;Sebastian Prödl;/da/premier-league-fantasy-fall-2018/players/sebastian_prodl;Watford;Forsvar;1980000;-20.000;-;-;-;-;-;-;0%;0.018;1,8%;-11
adrian_mariappa;Adrian Mariappa;/da/premier-league-fantasy-fall-2018/players/adrian_mariappa;Watford;Forsvar;2517000;17.000;-;-;-;-;-;-;25%;0;0,0%;-
craig_cathcart;Craig Cathcart;/da/premier-league-fantasy-fall-2018/players/craig_cathcart;Watford;Forsvar;2434000;434.000;1;-;-;-;-;-;100%;0.026;2,6%;70
kiko_femenia;Kiko Femenia;/da/premier-league-fantasy-fall-2018/players/kiko_femenia;Watford;Forsvar;2564000;64.000;-;-;-;-;-;-;50%;0.001;0,1%;1
marvin_zeegelaar;Marvin Zeegelaar;/da/premier-league-fantasy-fall-2018/players/marvin_zeegelaar;Watford;Forsvar;1980000;-20.000;-;-;-;-;-;-;0%;0.002;0,2%;-1
jose_lloyd_holebas;Jose Holebas;/da/premier-league-fantasy-fall-2018/players/jose_lloyd_holebas;Watford;Forsvar;3094000;594.000;1;4;-;2;-;-;100%;0.105;10,5%;196
christian_kabasele;Christian Kabasele;/da/premier-league-fantasy-fall-2018/players/christian_kabasele;Watford;Forsvar;2754000;254.000;-;-;-;-;-;-;100%;0.006;0,6%;20
isaac_success;Isaac Success;/da/premier-league-fantasy-fall-2018/players/isaac_success;Watford;Midtbane;2138000;138.000;-;-;-;1;1;-;100%;0.015;1,5%;40
gerard_deulofeu;Gerard Deulofeu;/da/premier-league-fantasy-fall-2018/players/gerard_deulofeu;Watford;Midtbane;2980000;-20.000;-;-;-;-;-;-;0%;0.054;5,4%;-38
tom_cleverley;Tom Cleverley;/da/premier-league-fantasy-fall-2018/players/tom_cleverley;Watford;Midtbane;2480000;-20.000;-;-;-;-;-;-;0%;0.002;0,2%;-
nathaniel_chalobah;Nathaniel Chalobah;/da/premier-league-fantasy-fall-2018/players/nathaniel_chalobah;Watford;Midtbane;2017000;17.000;-;-;-;-;-;-;25%;0.002;0,2%;1
abdoulaye_doucoure;Abdoulaye Doucoure;/da/premier-league-fantasy-fall-2018/players/abdoulaye_doucoure;Watford;Midtbane;4179000;179.000;-;1;-;-;-;-;100%;0.007;0,7%;5
will_hughes;Will Hughes;/da/premier-league-fantasy-fall-2018/players/will_hughes;Watford;Midtbane;2819000;319.000;1;-;-;1;1;-;100%;0.023;2,3%;51
etienne_capoue;Etienne Capoue;/da/premier-league-fantasy-fall-2018/players/etienne_capoue;Watford;Midtbane;2704000;204.000;-;1;-;3;1;-;100%;0.009;0,9%;9
roberto_pereyra;Roberto Pereyra;/da/premier-league-fantasy-fall-2018/players/roberto_pereyra;Watford;Midtbane;4099000;599.000;3;-;-;1;1;-;100%;0.038;3,8%;113
troy_deeney;Troy Deeney;/da/premier-league-fantasy-fall-2018/players/troy_deeney;Watford;Angreb;4034000;534.000;2;1;-;-;5;-;100%;0.034;3,4%;102
andre_gray;Andre Gray;/da/premier-league-fantasy-fall-2018/players/andre_gray;Watford;Angreb;3312000;312.000;1;-;-;-;1;-;100%;0.025;2,5%;10
stefano_okaka;Stefano Okaka;/da/premier-league-fantasy-fall-2018/players/stefano_okaka;Watford;Angreb;1980000;-20.000;-;-;-;-;-;-;0%;0.004;0,4%;-2
andre_schürrle;Andre Schürrle;/da/premier-league-fantasy-fall-2018/players/andre_schürrle;Fulham;Angreb;4258000;258.000;2;-;-;1;4;-;100%;0.034;3,4%;8
adrian_del_castillo;Adrian del Castillo;/da/premier-league-fantasy-fall-2018/players/adrian_del_castillo;West Ham;Mål;3480000;-20.000;-;-;-;-;-;-;0%;0;0,0%;-
ryan_fredericks;Ryan Fredericks;/da/premier-league-fantasy-fall-2018/players/ryan_fredericks;West Ham;Forsvar;3367000;-133.000;-;-;-;2;-;-;75%;0.002;0,2%;-2
aaron_cresswell;Aaron Cresswell;/da/premier-league-fantasy-fall-2018/players/aaron_cresswell;West Ham;Forsvar;3939000;-61.000;-;-;-;1;-;-;25%;0.003;0,3%;-3
pablo_zabaleta;Pablo Zabaleta;/da/premier-league-fantasy-fall-2018/players/pablo_zabaleta;West Ham;Forsvar;2441000;-59.000;-;-;-;1;-;-;25%;0.007;0,7%;-9
angelo_ogbonna;Angelo Ogbonna;/da/premier-league-fantasy-fall-2018/players/angelo_ogbonna;West Ham;Forsvar;2916000;-84.000;-;-;-;1;1;-;50%;0.003;0,3%;-2
arthur_masuaku;Arthur Masuaku;/da/premier-league-fantasy-fall-2018/players/arthur_masuaku;West Ham;Forsvar;2909000;-91.000;-;-;-;-;-;-;75%;0.004;0,4%;-5
reece_oxford;Reece Oxford;/da/premier-league-fantasy-fall-2018/players/reece_oxford;West Ham;Forsvar;1980000;-20.000;-;-;-;-;-;-;0%;0.005;0,5%;-3
declan_rice;Declan Rice;/da/premier-league-fantasy-fall-2018/players/declan_rice;West Ham;Forsvar;2461000;-39.000;-;-;-;-;-;-;25%;0.001;0,1%;-1
cheikhou_kouyate;Cheikhou Kouyate;/da/premier-league-fantasy-fall-2018/players/cheikhou_kouyate;Crystal Palace;Midtbane;3026000;26.000;-;-;-;-;2;-;50%;0.002;0,2%;-1
manuel_lanzini;Manuel Lanzini;/da/premier-league-fantasy-fall-2018/players/manuel_lanzini;West Ham;Midtbane;3980000;-20.000;-;-;-;-;-;-;0%;0.008;0,8%;-8
robert_snodgrass;Robert Snodgrass;/da/premier-league-fantasy-fall-2018/players/robert_snodgrass;West Ham;Midtbane;2930000;-70.000;-;-;-;-;1;-;100%;0.003;0,3%;-3
pedro_mba_obiang_avomo;Pedro Mba Obiang Avomo;/da/premier-league-fantasy-fall-2018/players/pedro_mba_obiang_avomo;West Ham;Midtbane;2459000;-41.000;-;-;-;-;-;-;25%;0.001;0,1%;-1
mark_noble;Mark Noble;/da/premier-league-fantasy-fall-2018/players/mark_noble;West Ham;Midtbane;3406000;-94.000;-;-;-;1;-;-;50%;0.004;0,4%;-3
domingos_quina;Domingos Quina;/da/premier-league-fantasy-fall-2018/players/domingos_quina;Watford;Midtbane;1980000;-20.000;-;-;-;-;-;-;0%;0.001;0,1%;1
marko_arnautovic;Marko Arnautovic;/da/premier-league-fantasy-fall-2018/players/marko_arnautovic;West Ham;Angreb;5642000;142.000;2;-;-;-;3;-;100%;0.031;3,1%;-20
andy_carroll;Andy Carroll;/da/premier-league-fantasy-fall-2018/players/andy_carroll;West Ham;Angreb;2980000;-20.000;-;-;-;-;-;-;0%;0.005;0,5%;-3
javier_hernandez;Javier 'Chicharito' Hernandez;/da/premier-league-fantasy-fall-2018/players/javier_hernandez;West Ham;Angreb;3930000;-70.000;-;-;-;-;2;-;100%;0.018;1,8%;-23
michail_antonio;Michail Antonio;/da/premier-league-fantasy-fall-2018/players/michail_antonio;West Ham;Angreb;3441000;-59.000;-;-;-;1;3;-;75%;0.003;0,3%;-3
winston_reid;Winston Reid;/da/premier-league-fantasy-fall-2018/players/winston_reid;West Ham;Forsvar;2480000;-20.000;-;-;-;-;-;-;0%;0.016;1,6%;-15
jonathan_castro_otto;Jonathan Castro Otto;/da/premier-league-fantasy-fall-2018/players/jonathan_castro_otto;Wolverhampton;Forsvar;3098000;98.000;-;-;-;-;-;-;100%;0.002;0,2%;5
robert_green;Robert Green;/da/premier-league-fantasy-fall-2018/players/robert_green;Chelsea;Mål;4480000;-20.000;-;-;-;-;-;-;0%;0;0,0%;-
fabian_schar;Fabian Schär;/da/premier-league-fantasy-fall-2018/players/fabian_schar;Newcastle;Forsvar;2939000;-61.000;-;-;-;1;-;-;25%;0.002;0,2%;-3
lucas_digne;Lucas Digne;/da/premier-league-fantasy-fall-2018/players/lucas_digne;Everton;Forsvar;3566000;66.000;-;1;-;-;-;-;50%;0.017;1,7%;8
max_meyer;Max Meyer;/da/premier-league-fantasy-fall-2018/players/max_meyer;Crystal Palace;Midtbane;2975000;-25.000;-;1;-;1;-;-;75%;0.02;2,0%;-15
alfie_mawson;Alfie Mawson;/da/premier-league-fantasy-fall-2018/players/alfie_mawson;Fulham;Forsvar;3001000;1.000;-;-;-;-;-;-;25%;0.001;0,1%;-
yoshinori_muto;Yoshinori Muto;/da/premier-league-fantasy-fall-2018/players/yoshinori_muto;Newcastle;Angreb;2973000;-27.000;-;-;-;-;-;-;75%;0.001;0,1%;-
ben_gibson;Ben Gibson;/da/premier-league-fantasy-fall-2018/players/ben_gibson;Burnley;Forsvar;2980000;-20.000;-;-;-;-;-;-;0%;0.001;0,1%;-
rachid_ghezzal;Rachid Ghezzal;/da/premier-league-fantasy-fall-2018/players/rachid_ghezzal;Leicester City;Midtbane;3122000;122.000;1;-;-;1;-;-;75%;0.002;0,2%;19
jose_salomon_rondon;Salomon Rondon;/da/premier-league-fantasy-fall-2018/players/jose_salomon_rondon;Newcastle;Angreb;3495000;-5.000;-;1;-;-;-;-;75%;0.004;0,4%;-
anders_dreyer;Anders Dreyer;/da/premier-league-fantasy-fall-2018/players/anders_dreyer;Brighton and Hove;Midtbane;1980000;-20.000;-;-;-;-;-;-;0%;0.004;0,4%;1
nathaniel_phillips;Nathaniel Phillips;/da/premier-league-fantasy-fall-2018/players/nathaniel_phillips;Liverpool;Forsvar;2480000;-20.000;-;-;-;-;-;-;0%;0;0,0%;-1
jefferson_lerma;Jefferson Lerma;/da/premier-league-fantasy-fall-2018/players/jefferson_lerma;Bournemouth;Midtbane;2441000;-59.000;-;-;-;1;-;-;25%;0.001;0,1%;2
matej_vydra;Matej Vydra;/da/premier-league-fantasy-fall-2018/players/matej_vydra;Burnley;Angreb;3467000;-33.000;-;-;-;-;-;-;25%;0;0,0%;-1
luke_amos;Luke Amos;/da/premier-league-fantasy-fall-2018/players/luke_amos;Tottenham;Midtbane;2527000;27.000;-;-;-;-;-;-;25%;0.001;0,1%;-1
adama_traore_diarra;Adama Traore Diarra;/da/premier-league-fantasy-fall-2018/players/adama_traore_diarra;Wolverhampton;Midtbane;2716000;216.000;1;-;-;-;1;-;75%;0.01;1,0%;75
